order_id,order_date,customer_id,employee_id,product_name,category,quantity,unit_price,discount_pct,payment_method,order_status,sales_channel,shipping_address,order_notes
O004458,2025-10-31 09:48:00,C00445,E0221,Keyboard,Electronics,7,499,0.15,Debit Card,Cancelled,Store,100 Rizal St.,Deliver after 5PM
O004459,2025-05-03 01:03:00,C00303,E0187,UPS,Office Furniture,8,19999,0.03,Cash,Delivered,Store,44 Rizal St.,Gift order
O004460,2022-07-26 16:28:00,C00278,E0100,Smartphone,Mobile Devices,10,14999,0.1,Cash,Cancelled,Online,87 Mabini St.,
O004461,2025-06-08 05:24:00,C00699,E0106,,Mobile Devices,4,7999,0.05, gcash , Delivered ,online,627 Main St.,Gift order
O004462,2023-05-28 10:05:00,C00012,E0227,Desk,Computer Accessories,1,1999,0.1,Credit Card,Cancelled,Store,"Unit 15, Building 45",Call customer
O004463,2022-10-03 10:21:00,C00392,E0179,Tablet,,1,14999,0.03,PayPal,Pending ,Marketplace,895 RIZAL ST. ,Gift order
O004464,2022-09-07 01:57:00,C00056,E0238,Headset,Computer Accessories,1,499,0.15,PayPal,Pending,,730 Main St.,
O004465,2024-08-21 14:25:00,C00760,E0092,Smartphone,Electronics,,2999,,PayPal, Delivered,Marketplace,"Unit 13, Building 26",Deliver after 5PM
O004466,2024-03-16 21:48:00,C00129,E0225,Mouse,Mobile Devices,,1999,0.1,Cash,Pending,Online,662 Rizal St.,
O004467,2023-01-21 16:43:00,C00243,E0114,External Drive,Office Furniture,4,799,0,GCash,Pending,Store,315 Rizal St.,Call customer
O004468,2024-11-26 13:00:00,C00818,E0009,UPS,Office Furniture,2,999,0,GCash,Delivered,,815 Bonifacio St.,
O004469,2024-03-31 14:52:00,C00083,E0078,WEBCAM,mobile devices ,6,2999,0.15,GCash,Shipped ,online,162 Bonifacio St.,Urgent
O004470,2023-08-10 07:43:00,C00909,E0107,router,Networking,5,2999,0.05,GCash,Delivered,Store, 565 Mabini St.,
O004471,2024-06-05 00:01:00,C00653,E0230,Keyboard,Electronics,8,1999,0.15,Cash,Cancelled,STORE, 270 BONIFACIO ST.,
O004472,2025-11-28 18:31:00,C00260,E0047,Mouse,,10,499,0.03,PayPal,Returned,online,,
O004473,2023-06-19 16:46:00,C00308,E0244,UPS,Networking,1,4999,0.2,Cash, Cancelled ,,"Unit 5, Building 1",Call customer
O004474,2023-12-16 06:09:00,C00823,E0204,Smartphone,Networking,5,1999,0.15,Debit Card,Pending,Online," Unit 1, Building 7",Gift order
O004475,2022-07-14 02:51:00,C00868,E0093,Printer,Computer Accessories,5,,0,,Returned,,"Unit 8, Building 12",Urgent
O004476,2022-07-13 14:06:00,C00531,E0225,Projector, Office Furniture ,6,1499,,DEBIT CARD,Shipped,Online,"Unit 20, Building 38",Gift order
O004477,2023-06-21 18:54:00,C00067,E0218,Printer, Mobile Devices,2,4999,0.05, Cash,Delivered,online,181 Main St.,Deliver after 5PM
O004478,2022-04-12 19:06:00,C00605,E0127,Desk,Electronics,4,2999,0.15,GCash,Shipped,Online,478 Bonifacio St.,Gift order
O004479,2022-08-11 21:49:00,C00805,E0241,Monitor,Networking,7,9999,, Credit Card,Returned,,801 Bonifacio St.,Call customer
O004480,2023-06-02 14:27:00,C00361,E0240, Keyboard ,Computer Accessories,10,499,0.05,Bank Transfer,Delivered,online," Unit 5, Building 4",
O004481,2024-05-14 09:59:00,C00119,E0006,Desk,Office Furniture,1,4999,0,Cash,Delivered,Marketplace, 573 Rizal St. ,Deliver after 5PM
O004482,2024-06-26 11:01:00,C00314,E0001,Monitor,Electronics,4,2999,0,Cash, processing ,STORE,815 Rizal St.,
O004483,2025-10-28 00:06:00,C00922,E0184,Webcam,Electronics,5,799,0.05,GCash, SHIPPED ,online,"Unit 12, Building 21",Deliver after 5PM
O004484,2024-07-05 09:08:00,C00431,E0230,Webcam,Networking,8,2999,0.2,Bank Transfer,Cancelled,Online,"Unit 20, Building 16",
O004485,2023-07-26 11:25:00,C00604,E0152,UPS,Mobile Devices,2,999,0.15,GCash,Processing,Marketplace,537 Rizal St.,Gift order
O004486,2025-06-11 10:39:00,C00246,E0013,Tablet,NETWORKING ,4,999,0.2,GCash,Shipped,Marketplace,"UNIT 11, BUILDING 44",
O004487,2024-10-17 00:58:00,C00488,E0052,Printer,Computer Accessories,2,1499,0, PayPal,Delivered,online,515 Rizal St.,
O004488,2024-01-02 17:46:00,C00470,E0225,Headset,Office Furniture,1,,0.1, PayPal ,Returned,online,"Unit 12, Building 17",Deliver after 5PM
O004489,2023-06-20 17:22:00,C00193,E0083,UPS, Networking,8,19999,0.1,Bank Transfer,Shipped,Online,416 Mabini St.,Deliver after 5PM
O004490,2024-11-02 20:55:00,C00970,E0092,Router,Mobile Devices ,8,1499,0.05, Debit Card ,Processing,STORE,"Unit 3, Building 45",Urgent
O004491,2023-11-26 23:12:00,C00652,E0119,Tablet,Office Furniture,4,499,0.05,PayPal ,Shipped,online,"Unit 5, Building 28",Deliver after 5PM
O004492,2024-06-13 01:34:00,C00567,E0005,Projector,Computer Accessories,3,2999,0.15,GCash, Processing,Online,"Unit 15, Building 24",
O004493,2025-02-24 02:54:00,C00035,E0120,Headset,Electronics,2,14999,0.03, BANK TRANSFER,Pending,STORE, 415 MABINI ST. ,Gift order
O004494,2022-02-13 02:23:00,C00094,E0003,laptop ,Networking,3,9999,0.1,PayPal,Processing,,"Unit 20, Building 31",Urgent
O004495,2024-09-28 18:06:00,C00240,E0195,Keyboard,Computer Accessories,3,499,0.1,Debit Card,Processing,Online,"unit 7, building 33",Deliver after 5PM
O004496,2025-11-13 03:46:00,C00369,E0092,Mouse,,8,,0.05,Debit Card,Shipped ,Online,"Unit 20, Building 31",Urgent
O004497,2024-12-06 07:54:00,C00767,E0200,Smartphone, Computer Accessories,1,9999,0.1,Debit Card,Shipped,Marketplace,623 Quezon St.,Gift order
O004498,2025-08-31 01:34:00,C00305,E0216,Mouse,Computer Accessories,2,2999,0.15,PayPal,Returned,Online," UNIT 3, BUILDING 6",Call customer
O004499,2025-03-07 20:00:00,C00936,E0174, Laptop,Electronics,10,19999,0.2,GCash,Cancelled ,Store,272 Main St.,
O004500,2025-04-22 09:51:00,C00003,E0158,Printer,Mobile Devices,4,999,0.15,Credit Card,Processing,,176 Quezon St.,
O004501,2024-10-16 12:30:00,C00122,E0066,Webcam,Computer Accessories,3,4999,0.1,GCash, Shipped ,Online,"Unit 3, Building 15",
O004502,2024-11-29 17:32:00,C00846,E0187,Smartphone,Computer Accessories,,14999,0.1,Bank Transfer,Shipped,online,436 Quezon St.,Call customer
O004503,2022-09-03 01:56:00,C00046,E0165,Smartphone,Computer Accessories,2,19999,, gcash,Shipped,online,"Unit 10, Building 48",Urgent
O004504,2022-09-01 05:59:00,C00669,E0113,Mouse,Mobile Devices,2,19999,0.05,PayPal ,Delivered,Marketplace,751 Rizal St.,Call customer
O004505,2024-07-25 04:05:00,C00577,E0062, SMARTPHONE,Computer Accessories,2,4999,0.2,Debit Card, DELIVERED ,Marketplace,"Unit 11, Building 8",Deliver after 5PM
O004506,2024-10-29 10:01:00,C00327,E0028,External Drive,Office Furniture,4,1999,,GCash, Pending,,14 Rizal St.,Urgent
O004507,2025-11-26 08:23:00,C00557,E0008,Tablet,Mobile Devices,4,799,0,Debit Card,Pending,Marketplace,"Unit 13, Building 9",
O004508,2023-09-14 00:34:00,C00927,E0017,Smartphone,Computer Accessories,5,2999,0.15,GCash,Delivered,online,"Unit 19, Building 40",Gift order
O004509,2024-06-19 22:32:00,C00430,E0194, Laptop,Electronics,10,799,0.2,Bank Transfer,Processing,,89 Quezon St.,
O004510,2023-06-23 08:31:00,C00445,E0157,Mouse,COMPUTER ACCESSORIES ,5,9999,0.03,Debit Card,Shipped,Online,"Unit 10, Building 19",
O004511,2023-10-16 21:49:00,C00146,E0005, MONITOR ,Office Furniture,5,7999,0.03,Bank Transfer,Pending,STORE,906 Quezon St.,Call customer
O004512,2023-07-15 23:45:00,C00514,E0042,Office Chair,office furniture ,4,7999,0.03,Credit Card,Shipped,online,858 Main St.,Gift order
O004513,2023-02-17 09:53:00,C00448,E0003,Tablet,Electronics,7,4999,0,GCash,Cancelled,Online,994 RIZAL ST.,
O004514,2024-06-17 22:52:00,C00795,E0158,Laptop,Networking,9,1999,0.15,Cash,Delivered,,390 Bonifacio St.,Call customer
O004515,2025-11-18 01:50:00,C00518,E0057,Router,Computer Accessories,10,799,0.2,Bank Transfer,Delivered,STORE,"Unit 5, Building 44",Call customer
O004516,2025-10-30 22:54:00,C00892,E0007,Keyboard,Computer Accessories,8,19999,,Debit Card,Processing,Marketplace,,
O004517,2023-10-09 02:28:00,C00875,E0133,External Drive,Electronics,,19999,0.2,Bank Transfer,Delivered,Store,,
O004518,2022-12-22 22:46:00,C00454,E0128,Office Chair, office furniture ,4,,0.1,Bank Transfer,Returned,STORE,390 Quezon St.,Deliver after 5PM
O004519,2023-12-15 08:02:00,C00805,E0066,Monitor,Electronics,9,999,0,Credit Card,Cancelled,Online, 161 QUEZON ST. ,Deliver after 5PM
O004520,2023-08-01 18:12:00,C00932,E0014,UPS,Computer Accessories,3,799,0.15,Debit Card,Delivered,Store, 541 RIZAL ST.,Deliver after 5PM
O004521,2025-05-28 00:50:00,C00171,E0140,Laptop,networking,9,499,0.05,Cash,Cancelled,,552 Quezon St.,Gift order
O004522,2025-03-02 05:31:00,C00172,E0062,Projector,Office Furniture,5,1499,0.1,CREDIT CARD,Returned,Marketplace,"Unit 20, Building 45",Urgent
O004523,2025-06-13 12:54:00,C00533,E0250,UPS,Office Furniture,7,7999,0.1,,Shipped,STORE,510 Rizal St.,Deliver after 5PM
O004524,2023-09-12 06:43:00,C00860,E0147,Mouse,Office Furniture,3,9999,0.15,,Pending,Store,"Unit 6, Building 1",Call customer
O004525,2022-04-18 05:12:00,C00472,E0024,Office Chair,Mobile Devices,5,7999,0.05,Debit Card,Returned,Store,592 Main St.,Urgent
O004526,2025-02-04 00:51:00,C00245,E0030,Router,Electronics,7,14999,,Credit Card,Shipped,Online,"Unit 2, Building 2",
O004527,2024-11-19 02:05:00,C00944,E0043,Keyboard,Networking,4,9999,0.15,PayPal,Shipped,Store,692 Rizal St.,Urgent
O004528,2024-03-18 20:11:00,C00143,E0119, ROUTER,Office Furniture,10,9999,0,PayPal,Pending,STORE,"Unit 18, Building 41",Urgent
O004529,2022-09-15 19:19:00,C00352,E0188,Smartphone,Mobile Devices,6,14999,,Debit Card,,, 523 MAIN ST. ,Urgent
O004530,2022-07-03 01:35:00,C00777,E0073,Office Chair,Electronics,,499,0.2,Debit Card,Shipped,Store,"Unit 12, Building 23",
O004531,2022-11-23 09:19:00,C00980,E0046,Monitor, networking,6,9999,0.15,PayPal, Pending ,,859 Main St.,Deliver after 5PM
O004532,2024-02-21 07:26:00,C00679,E0246,,Office Furniture,2,2999,0,GCash,Cancelled,,901 Quezon St.,Gift order
O004533,2025-07-08 06:51:00,C00474,E0070,External Drive,Networking,10,799,0.03,GCash,Returned,Online,416 Mabini St.,Urgent
O004534,2025-08-29 02:07:00,C00283,E0186,Desk,Computer Accessories,4,4999,0.15,PayPal, DELIVERED,Online,214 Quezon St.,
O004535,2024-02-16 04:22:00,C00955,E0154,Headset,Mobile Devices,4,,0.15,Credit Card,Delivered,,823 Rizal St.,
O004536,2024-01-05 22:20:00,C00255,E0067,Office Chair,Office Furniture,3,499,0.2,Bank Transfer,Processing,online,"Unit 5, Building 45",
O004537,2022-11-11 05:58:00,C00641,E0167,Office Chair,Office Furniture,8,499,0.2,GCash,Cancelled,,620 Rizal St.,
O004538,2024-09-12 19:36:00,C00796,E0034,Mouse,Networking,9,14999,,, returned ,STORE,"Unit 14, Building 12",Urgent
O004539,2023-08-17 01:08:00,C00256,E0154,Headset,Office Furniture,7,499,0.1,Credit Card,Processing,, 932 mabini st.,Call customer
O004540,2022-12-14 05:36:00,C00139,E0037,printer,Computer Accessories,8,9999,0,Debit Card,Pending,Marketplace,"UNIT 1, BUILDING 3",Urgent
O004541,2022-01-20 03:49:00,C00935,E0087,External Drive,Mobile Devices,4,19999,0.15,PayPal,Cancelled,,836 Rizal St.,
O004542,2022-02-06 09:01:00,C00816,E0223,Monitor, COMPUTER ACCESSORIES,10,999,0.1,PayPal,Shipped,STORE,"Unit 8, Building 41",Gift order
O004543,2025-06-30 20:13:00,C00881,E0198,,Computer Accessories,6,799,0.03,GCash,Delivered,STORE,974 Mabini St.,Call customer
O004544,2023-03-20 03:33:00,C00399,E0039,headset,Computer Accessories,8,9999,0.2,PayPal,Processing,,259 Main St.,Call customer
O004545,2024-11-10 12:53:00,C00436,E0109, Mouse,Networking,10,14999,0,Credit Card,Delivered,Online,42 Mabini St.,Call customer
O004546,2023-04-04 08:07:00,C00720,E0238,Smartphone,Computer Accessories,3,7999,0.2,Bank Transfer,Returned,Marketplace,763 Rizal St.,Gift order
O004547,2024-04-20 22:14:00,C00921,E0146,Projector,computer accessories,7,19999,,PayPal,Pending,Marketplace,91 Quezon St.,
O004548,2023-10-31 18:32:00,C00543,E0126,Laptop,,7,14999,0.05,,Cancelled,, 204 main st.,Gift order
O004549,2024-04-02 20:36:00,C00128,E0110, EXTERNAL DRIVE,Mobile Devices,9,2999,0,BANK TRANSFER,Delivered,Store,547 Quezon St.,Call customer
O004550,2022-02-18 08:30:00,C00523,E0187,Laptop,Electronics,9,499,0,Credit Card,Returned,Store,"Unit 2, Building 5",Urgent
O004551,2023-01-15 13:49:00,C00161,E0078,Router,Office Furniture ,7,1999,0.2,Debit Card,Pending,STORE, 162 RIZAL ST. ,Gift order
O004552,2025-07-12 21:44:00,C00689,E0190,Desk,Computer Accessories,8,1999,0.1,GCash,Delivered,Online," Unit 6, Building 40",
O004553,2023-03-08 01:47:00,C00699,E0185, Keyboard,Computer Accessories,9,1999,0.05,Debit Card,Pending,online,"Unit 17, Building 34",Deliver after 5PM
O004554,2022-12-18 03:43:00,C00314,E0111,Printer,ELECTRONICS,4,14999,0.15,PayPal,,,627 Main St.,Gift order
O004555,2025-11-18 08:12:00,C00788,E0035,Printer,Electronics,4,1499,0.1,Debit Card,Delivered,,"Unit 9, Building 31",Urgent
O004556,2023-02-11 17:49:00,C00071,E0003,Mouse, NETWORKING,9,9999,0.03,PayPal,Processing,online,"Unit 16, Building 37",
O004557,2023-02-08 22:30:00,C00162,E0248,Keyboard,,10,1499,0.05,Debit Card,delivered ,online,392 Mabini St.,
O004558,2022-03-05 04:39:00,C00757,E0093,,Office Furniture,3,799,0.15,Credit Card,Processing,online,411 Rizal St.,Deliver after 5PM
O004559,2024-05-29 23:45:00,C00486,E0193,Router,Mobile Devices,4,499,0,PayPal,Pending,STORE,"Unit 9, Building 11",Deliver after 5PM
O004560,2022-12-10 15:16:00,C00042,E0137,Monitor,Electronics,2,499,0.1,PayPal,Processing,STORE,"Unit 4, Building 24",
O004561,2022-09-23 10:51:00,C00856,E0120,UPS,Mobile Devices,9,,0.03,Bank Transfer,Cancelled,Online,540 Mabini St.,
O004562,2022-08-05 21:49:00,C00858,E0214,Smartphone,Networking,10,1999,0.03,Bank Transfer,Shipped,online,384 Quezon St.,
O004563,2022-08-07 12:58:00,C00473,E0080,UPS, networking,3,2999,, BANK TRANSFER , DELIVERED,Marketplace,"Unit 10, Building 25",Deliver after 5PM
O004564,2022-08-13 02:50:00,C00841,E0028,Laptop,Office Furniture,1,2999,0,PayPal,Delivered,STORE,"Unit 16, Building 43",Call customer
O004565,2023-05-09 00:36:00,C00174,E0114,Laptop,Computer Accessories,1,14999,,Debit Card,,,"Unit 17, Building 1",
O004566,2022-07-21 17:06:00,C00873,E0248,MOUSE ,Computer Accessories,10,1499,0.1,Cash,Delivered,Store,"Unit 1, Building 40 ",Urgent
O004567,2023-06-27 22:18:00,C00424,E0171,Smartphone,Mobile Devices,8,499,0.15,Credit Card,Pending ,Marketplace,867 Quezon St.,Deliver after 5PM
O004568,2023-05-17 02:45:00,C00534,E0062, Desk ,Computer Accessories,7,799,0.2,Cash,Processing,STORE,"Unit 7, Building 29",Call customer
O004569,2024-11-09 14:25:00,C00854,E0024,Router,Electronics,7,1499,0.2,GCash,Shipped,online,923 MAIN ST. ,Deliver after 5PM
O004570,2025-08-21 06:14:00,C00251,E0113,Webcam,Electronics,8,1999,0.15,PayPal , PENDING ,Marketplace,634 Mabini St.,Deliver after 5PM
O004571,2025-10-04 14:44:00,C00938,E0231,Headset, OFFICE FURNITURE ,6,1499,0.15,Cash,Processing,Marketplace,381 Main St.,Gift order
O004572,2025-03-02 13:39:00,C00618,E0001, UPS,Networking,6,14999,0.05,Credit Card,,Store,783 RIZAL ST. ,Gift order
O004573,2023-04-08 13:22:00,C00681,E0077,Webcam,Mobile Devices,9,9999,0.15,Bank Transfer,Processing,online,"Unit 8, Building 18",
O004574,2023-10-20 01:37:00,C00971,E0080,Headset,networking ,7,799,0.1,Credit Card,Pending,,408 Bonifacio St.,Gift order
O004575,2023-08-29 03:11:00,C00587,E0191,Mouse,Office Furniture,7,1499,0.03,Bank Transfer,Shipped,STORE, 283 RIZAL ST.,Call customer
O004576,2024-12-19 04:50:00,C00910,E0098,Mouse,Office Furniture,5,19999,0,cash ,Returned,,"Unit 8, Building 22",Gift order
O004577,2025-03-02 21:26:00,C00991,E0078,Webcam,Networking,3,7999,0.15, cash,Processing ,STORE,311 Mabini St.,
O004578,2023-03-16 09:17:00,C00494,E0109,Laptop,Computer Accessories,9,7999,,Cash,Pending,Online,837 Quezon St.,
O004579,2025-09-30 22:20:00,C00285,E0224,Desk,Networking ,5,19999,0,Debit Card,Returned,Store,"Unit 6, Building 37",Deliver after 5PM
O004580,2025-01-01 14:36:00,C00100,E0068,UPS,Office Furniture,10,1499,0.03,Debit Card,Processing,online,40 Rizal St.,Urgent
O004581,2022-04-29 17:43:00,C00812,E0143,Projector,Networking,10,4999,0.15,Debit Card,Pending,online,"Unit 2, Building 15",Deliver after 5PM
O004582,2023-06-08 09:33:00,C00347,E0149, WEBCAM ,Electronics,6,9999,,GCash, cancelled ,,850 Mabini St. ,
O004583,2024-12-10 00:38:00,C00753,E0179,Mouse,Computer Accessories,7,1999,0.1,Credit Card,Pending,STORE,"Unit 2, Building 4",
O004584,2023-09-05 19:36:00,C00196,E0241,UPS,Mobile Devices,8,7999,,Bank Transfer,Pending,online,623 Main St.,
O004585,2023-08-01 06:45:00,C00736,E0086,Headset,Networking,8,2999,0.15,GCash,Shipped,Marketplace,528 Rizal St.,Gift order
O004586,2024-07-09 04:06:00,C00150,E0139,Webcam, Electronics,1,999,0.15,Bank Transfer,Shipped,Online,118 Quezon St.,
O004587,2025-03-22 20:20:00,C00907,E0073,Smartphone,Office Furniture,8,1999,0.05,Debit Card,Pending,,,Deliver after 5PM
O004588,2022-11-25 00:31:00,C00128,E0216,Headset, Office Furniture,1,7999,0.03,GCash,shipped ,Marketplace,168 Rizal St.,
O004589,2023-01-21 06:40:00,C00125,E0236,Keyboard,Computer Accessories,6,2999,0.05,Debit Card,Cancelled,Store,676 Quezon St.,Urgent
O004590,2025-04-13 00:25:00,C00487,E0191,UPS,Mobile Devices,8,19999,,Cash,Shipped,Online,"Unit 10, Building 42",Call customer
O004591,2022-05-04 20:20:00,C00922,E0043,Tablet,Electronics,5,499,0.05,CASH,Processing,online,"Unit 7, Building 46",Call customer
O004592,2025-04-30 15:42:00,C00011,E0248,Mouse,Networking,6,999,0.2,Debit Card,Delivered,,482 Rizal St.,
O004593,2024-10-25 04:48:00,C00306,E0240,PROJECTOR ,Office Furniture,,799,0.2, paypal ,Shipped,STORE,745 Rizal St.,Gift order
O004594,2022-09-15 00:55:00,C00024,E0093,Monitor,Mobile Devices,1,19999,0.05,Bank Transfer,Processing,Online,"Unit 6, Building 11",Gift order
O004595,2025-03-09 10:20:00,C00535,E0164,Headset,Networking,2,7999,0.1,Cash,shipped,Store,303 Rizal St.,Gift order
O004596,2023-10-22 00:21:00,C00622,E0113,Tablet,Mobile Devices,2,1499,0.03,Debit Card,Cancelled,Store,455 Quezon St.,Gift order
O004597,2022-08-29 08:56:00,C00784,E0051,Printer,Office Furniture,7,1499,0,Cash, processing ,Marketplace,884 Quezon St.,Gift order
O004598,2023-05-11 22:08:00,C00381,E0003,UPS,Office Furniture,6,799,0.1,Cash,Processing,Store,36 Rizal St.,
O004599,2023-12-15 19:21:00,C00533,E0219,Headset,Office Furniture,2,999,0.05,, Shipped,Marketplace,27 Mabini St.,
O004600,2024-01-20 04:33:00,C00869,E0002,TABLET,Mobile Devices,2,799,0.1,PayPal,Pending,,"Unit 15, Building 19",Gift order
O004601,2024-11-09 07:59:00,C00357,E0123,,Networking,6,499,,PayPal,Shipped,Store,"Unit 13, Building 29",Deliver after 5PM
O004602,2023-11-08 23:03:00,C00826,E0056, Desk,Computer Accessories,1,799,0.1,Cash,Pending,Store,391 Quezon St.,
O004603,2025-09-05 12:50:00,C00871,E0113,Laptop,Electronics,3,9999,0.1,GCash,Cancelled,," Unit 5, Building 41",Urgent
O004604,2024-05-07 11:41:00,C00034,E0057,External Drive,Office Furniture,7,2999,0,Cash,Pending,Store,,Deliver after 5PM
O004605,2024-01-06 19:45:00,C00188,E0215,UPS,Computer Accessories,7,2999,0,PayPal,,Marketplace,,Gift order
O004606,2022-10-18 11:20:00,C00015,E0072,Office Chair,Mobile Devices,9,9999,0,Credit Card, CANCELLED ,Online,623 Mabini St.,Call customer
O004607,2023-08-16 00:48:00,C00767,E0064,Headset, OFFICE FURNITURE,3,14999,,Cash,,STORE,"Unit 9, Building 28",
O004608,2023-02-27 18:39:00,C00053,E0206,Tablet,Electronics,6,499,0,Cash ,Cancelled,Marketplace,481 Mabini St.,
O004609,2024-03-27 20:30:00,C00222,E0008,Desk,Networking,2,2999,0.15,Debit Card,Delivered,STORE,166 Bonifacio St.,Call customer
O004610,2025-08-05 12:42:00,C00466,E0043,Smartphone,Computer Accessories,3,19999,0.05,Cash,Cancelled,Marketplace,362 Mabini St.,
O004611,2023-11-22 09:51:00,C00938,E0112,Projector,Computer Accessories,8,499,0,PayPal,Delivered,online, 992 MABINI ST.,Deliver after 5PM
O004612,2024-03-16 13:03:00,C00974,E0212,Smartphone,Computer Accessories,4,19999,0.1,Bank Transfer,Pending,,"Unit 14, Building 41 ",Call customer
O004613,2024-02-02 21:36:00,C00276,E0126,UPS,Computer Accessories,2,799,0.03,Cash,,online,"Unit 6, Building 48",Urgent
O004614,2023-01-03 14:43:00,C00068,E0159,,Mobile Devices,9,7999,0.1,Cash,Shipped,Store,"Unit 15, Building 37",
O004615,2023-08-26 07:30:00,C00246,E0184,Monitor,Office Furniture,7,7999,0.1,Bank Transfer,Delivered,online,330 Mabini St.,
O004616,2022-01-07 06:29:00,C00123,E0029,MOUSE ,Mobile Devices,5,1999,0.1,Debit Card,Returned,online, 17 RIZAL ST.,Call customer
O004617,2025-10-09 05:38:00,C00975,E0182,Desk, Electronics,8,2999,0.03,Bank Transfer, pending,STORE,"Unit 19, Building 50",Gift order
O004618,2024-01-13 12:44:00,C00785,E0239,UPS,Computer Accessories,4,7999,0.05,Credit Card,Returned,STORE,"Unit 15, Building 5",Call customer
O004619,2022-10-22 16:32:00,C00593,E0064, Router,ELECTRONICS ,1,9999,0.03,Debit Card,Delivered,Online,415 Bonifacio St.,Call customer
O004620,2025-11-24 22:06:00,C00338,E0134,Printer,Networking,1,19999,0.1,,Shipped,STORE,"Unit 18, Building 33",
O004621,2025-08-11 23:37:00,C00059,E0013,Monitor,Networking,8,799,0.05,PAYPAL ,SHIPPED,Store,569 Mabini St.,Gift order
O004622,2025-10-19 00:42:00,C00152,E0155,Monitor,Computer Accessories,2,499,0.2,Debit Card,Pending,Store,337 Bonifacio St.,Gift order
O004623,2025-11-08 18:38:00,C00170,E0194,Projector,Electronics,,499,0.15,PayPal,Delivered,Store,,
O004624,2025-12-07 19:13:00,C00893,E0207,Keyboard,Networking,9,14999,0.05,Cash,Processing,STORE,969 Bonifacio St.,Call customer
O004625,2022-09-30 22:44:00,C00280,E0189,Headset,Networking,6,9999,0,GCash, cancelled,Store, 131 bonifacio st. ,
O004626,2023-04-08 18:21:00,C00023,E0037, Keyboard ,Electronics,6,4999,0.2, Bank Transfer,SHIPPED ,Online,37 Bonifacio St.,Deliver after 5PM
O004627,2025-01-17 23:35:00,C00762,E0124,Tablet,OFFICE FURNITURE,7,7999,,Debit Card,Pending,Online,282 Mabini St.,
O004628,2023-10-10 11:44:00,C00516,E0159,,Networking,7,799,0.03,GCash,Shipped,Online,"Unit 12, Building 40",
O004629,2024-06-23 18:14:00,C00300,E0189,Office Chair,Computer Accessories,9,1999,0.2,Debit Card,Processing,Marketplace,"Unit 20, Building 12",Call customer
O004630,2023-06-04 19:42:00,C00145,E0181, Desk ,Electronics,8,2999,0,Credit Card,Processing,STORE,"Unit 5, Building 43",Call customer
O004631,2023-11-21 20:56:00,C00372,E0090,Headset,,3,9999,0.05,Bank Transfer,Cancelled,Online, 488 RIZAL ST. ,Call customer
O004632,2022-05-28 04:36:00,C00297,E0106,headset ,Computer Accessories,5,499,0.2,Credit Card,delivered,STORE,387 Bonifacio St.,
O004633,2023-05-22 07:11:00,C00516,E0128,Tablet,ELECTRONICS,4,19999,0,Debit Card,Delivered,STORE, 570 Bonifacio St.,Gift order
O004634,2024-11-01 10:45:00,C00636,E0157,Projector,Office Furniture,7,7999,,Bank Transfer, DELIVERED,STORE," unit 6, building 1 ",
O004635,2025-09-21 10:26:00,C00447,E0063, Monitor,Computer Accessories,10,799,0.1,GCash,Processing ,,557 Rizal St.,
O004636,2025-12-21 13:26:00,C00790,E0065,Printer,Computer Accessories,10,499,0.05,Credit Card,Shipped,Online,453 Main St.,
O004637,2022-05-19 15:24:00,C00702,E0128, webcam,Electronics,4,999,0.15,Bank Transfer,Cancelled,,631 Quezon St.,Urgent
O004638,2022-03-16 00:18:00,C00332,E0137,External Drive,Office Furniture,8,19999,0.15,PayPal, returned ,,"Unit 4, Building 46",Urgent
O004639,2023-03-16 22:52:00,C00315,E0002,Keyboard,Mobile Devices,7,4999,0.05, gcash ,Cancelled,Store,"Unit 18, Building 29",Deliver after 5PM
O004640,2022-07-01 05:35:00,C00963,E0120, HEADSET,Electronics,4,7999,,Debit Card,Delivered,online,759 Rizal St.,Urgent
O004641,2025-11-03 20:46:00,C00917,E0179,Printer,Electronics,3,1499,0.1,PayPal,Cancelled,online,"Unit 6, Building 45",
O004642,2022-04-25 19:11:00,C00188,E0217,UPS,Networking,6,2999,0.1,Bank Transfer,Returned,Marketplace,"Unit 16, Building 17",
O004643,2024-09-01 15:10:00,C00018,E0099,Office Chair, office furniture ,5,2999,0.15,PayPal,Shipped,Store,"Unit 10, Building 19",Call customer
O004644,2022-12-27 17:30:00,C00365,E0219,Monitor,Mobile Devices,7,499,0.03,CASH ,returned,Online,651 Rizal St.,Call customer
O004645,2022-01-10 22:09:00,C00353,E0039, Office Chair, Mobile Devices ,3,799,0.2,PayPal,Returned,Store," UNIT 16, BUILDING 50",Call customer
O004646,2022-05-03 06:30:00,C00667,E0226,Headset ,Electronics,2,7999,0.15,PayPal, Pending,STORE,97 Quezon St.,
O004647,2024-12-20 19:15:00,C00464,E0070,Mouse,Computer Accessories,4,9999,0.03,Credit Card,Pending,Online,"Unit 6, Building 3",Gift order
O004648,2024-08-16 05:07:00,C00496,E0248,Mouse,Mobile Devices,,799,0.05,PayPal, processing,,568 Rizal St.,Urgent
O004649,2023-04-05 03:13:00,C00453,E0139, PROJECTOR,Computer Accessories,9,4999,0.03,Bank Transfer,Delivered,STORE,78 Mabini St.,Deliver after 5PM
